County,District Name,BP: 6142.5 Environmental Education,BP 6142.5 Link to Policy,Path to PDF,PDF Text
Alameda,Sunol Glen Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030465&revid=q5mv9IRpjsvwUt2xA7plusqXA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Sunol_Glen_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  01102017 governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle  superintendentprincipal designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendentprincipal designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught  goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships  board policy manual sunol glen unified school district
Alpine,Alpine County Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=q3Cy6DZJ6xCgkh1vLs49pg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Alpine_County_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  02102022  last reviewed date  02102022 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual alpine county office education  alpine county unified school district
Butte,Bangor Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031394&revid=Qgdk8WvL6JOgkeQ8evIeQQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=ruE8yj8gaZHBkLjNHWmKZw==&PG=6&IRP=0&isPndg=false,Bangor_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  03132008  last revised date  11092023  last reviewed date  11092023 board trustees recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendentprincipal designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendentprincipal designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendentprincipal designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual bangor union elementary school district
Butte,Biggs Unified,1.0,https://d16k74nzx9emoe.cloudfront.net/02e9c13d-d370-4014-8464-fd533074e630.pdf,Biggs_Unified_BP6142.pdf,instruction bp 61425   environmental education board trustees recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy
Butte,Oroville Union High,1.0,https://resources.finalsite.net/images/v1694435117/ouhsdorg/iyevan345jwuvkwkrzq0/61425BP-EnvironmentalEducation.pdf,Oroville_Union_High_BP6142.pdf,oroville union high school district bp 61425   instruction environmental education governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible life style    superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught      goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships
Butte,Thermalito Union Elementary,1.0,https://www.thermalito.org/cms/lib/CA01900896/Centricity/Domain/23//ARBP%206000/BP%206142.5%20Environmental%20Education.pdf,Thermalito_Union_Elementary_BP6142.pdf,instruction bp 61425   environmental education governing board recognizes schools play crucial role educating students importance environment preparing stewards natural resources  board believes students value environment  respect life forms  understand basic ecological principles support planet  live ecologically responsible lifestyle    superintendent designee shall develop environmental education program aligned state academic standards curriculum frameworks  superintendent designee shall determine district s environmental education program integrated district s science curriculum subjects courses concepts may explicitly systematically taught      goal district s environmental education program shall provide students understanding interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program shall emphasize coordination instructional resources active student participation onsite resource conservation management programs promotion service learning partnerships
Butte,Pioneer Union Elementary,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031396&revid=zX1Pt7UycnGOOL2Auqvt5A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Pioneer_Union_Elementary_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  06132023  last reviewed date  06132023 board trustees recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendentprincipal designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendentprincipal designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendentprincipal designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual pioneer union elementary school district
Butte,Gridley Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=x0gndom0pKXHfV99BBnmjw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Gridley_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09011990  last revised date  03022022  last reviewed date  11022022 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual gridley unified school district
Calaveras,Bret Harte Union High,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=wEJMtij4nsV4Gf2NEk4OlQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Bret_Harte_Union_High_BP6142.pdf,strikethrough
Calaveras,Calaveras Unified,1.0,http://www.calaveras.k12.ca.us/bp/policy/6000series/bp6142.5.pdf,Calaveras_Unified_BP6142.pdf,bp 61425   board policy environmental education bp 61425 instruction governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  adoption  may 24  2022 calaveras unified school district san andreas  ca 95249
Calaveras,Vallecito Union,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030266&revid=Mh3Di9GeZGslshsI9G1ZzfD6w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Vallecito_Union_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  12142011  last revised date  08042021  last reviewed date  08042021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual vallecito union school district
Colusa,Colusa Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030601&revid=FvY9eT4jgwfLPbeLFoJgGA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Colusa_Unified_BP6142.pdf,policy 61425  environmental education status  adopted original adopted date  09152009  last revised date  08162021  last reviewed date  08162021 governing board recognizes schools play crucial role educating students relationship humans natural world preparing skills  knowledge  principles needed solve environmental problems  board believes students understand ecological systems impact human action systems  including  limited  climate change  district s environmental education program shall promote environmental literacy shall prepare students stewards natural resources live environmentally sustainable lifestyle  district s local control accountability plan may include local goals priorities environmental literacy  district s environmental education program may taught across district curriculum science  historysocial science  english language arts  health   extent practicable  mathematics  instruction shall aligned stateadopted standards curriculum frameworks may include  limited  interactions interdependence human societies natural systems  people s dependence influence natural systems  ways natural systems change people benefit influence change  fact boundaries prevent matter flowing systems  fact decisions affecting resources natural systems complex involve many factors  district s program may also provide active student participation onsite resource conservation management programs promotion service learning partnerships  superintendent designee may collaborate local educational agencies andor communitybased organizations enhance curriculum learning experiences provided students  superintendent designee shall ensure environmentbased learning experiences made available equitable basis environmental literacy curriculum reflects linguistic  ethnic  socioeconomic diversity california  appropriate  superintendent designee shall provide professional development teachers development effective implementation curriculum activities inside outside classroom promote environmental literacy  board policy manual colusa unified school district
Colusa,Maxwell Unified,1.0,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030548&revid=33rNHoTbBP42beywwlDaTA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,Maxwell_Unified_BP6142.pdf,policy 3514  environmental safety status  adopted original adopted date  02062016  last reviewed date  02062016 board education recognizes obligation provide safe healthy environment school facilities students  staff  community members  superintendent designee shall regularly assess school facilities identify environmental health risks  heshe shall establish comprehensive plan prevent andor mitigate environmental hazards based consideration proven effectiveness various options  anticipated short term longterm costs andor savings district  potential impact staff attendance  student attendance  student achievement  strategies addressed district s plan shall include  necessarily limited  following  1 ensuring good indoor air quality maintaining adequate ventilation  using effective maintenance operations reduce dust  mold  mildew  indoor air contaminants  considering air quality site selection  design  furnishing new remodeled facilities 2 limiting outdoor activities necessary due poor outdoor air quality  including excessive smog  smoke  ozone  ultraviolet radiation levels indicate high risk harm 3 reducing exposure diesel exhaust air contaminants limiting unnecessary idling school buses commercial motor vehicles 4 minimizing exposure lead paint  soil  drinking water 5 inspecting facilities naturally occurring asbestos asbestoscontaining building materials pose health hazard due damage deterioration safely removing  encapsulating  enclosing  repairing materials 6 ensuring proper storage  use  disposal potentially hazardous substances 7 ensuring use effective least toxic pest management practices 8 instituting food safety program storage  preparation  delivery  service school meals order reduce risk foodborne illnesses developing strategies promote healthy school environments  superintendent designee may consult collaborate local environmental protection agencies  health agencies  community organizations  superintendent designee shall provide district s maintenance facilities staff  bus drivers  food services staff  teachers  staff appropriate professional development regarding responsibilities implementing strategies improve maintain environmental safety schools  superintendent designee shall notify board  staff  parentsguardians  students  andor governmental agencies  appropriate  environmental hazard discovered school site  notification shall provide information district s actions remedy hazard may recommend health screening staff students  board policy manual maxwell unified school district
