,Unnamed: 0,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text,AR3514 PDF Name,AR3511.1 PDF Name
61,61,10767780000000,Fresno,Washington Unified,Suburban,Unified School District,2752,88,1,2023,2023,https://washingtonusd-my.sharepoint.com/personal/finance_washingtonusd_net/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Ffinance%5Fwashingtonusd%5Fnet%2FDocuments%2FDistrict%20Office%20Files%2FBoard%20and%20Elections%2FBoard%20Policy%2FBoard%20Policies%20Online%2F3000%20%2D%20Business%20and%20Noninstructional%20Operations%2F3511%2E1%20BP%20Integrated%20Waste%20Management%2Epdf&parent=%2Fpersonal%2Ffinance%5Fwashingtonusd%5Fnet%2FDocuments%2FDistrict%20Office%20Files%2FBoard%20and%20Elections%2FBoard%20Policy%2FBoard%20Policies%20Online%2F3000%20%2D%20Business%20and%20Noninstructional%20Operations,1.0,2023,2023,https://washingtonusd-my.sharepoint.com/personal/finance_washingtonusd_net/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Ffinance%5Fwashingtonusd%5Fnet%2FDocuments%2FDistrict%20Office%20Files%2FBoard%20and%20Elections%2FBoard%20Policy%2FBoard%20Policies%20Online%2F3000%20%2D%20Business%20and%20Noninstructional%20Operations%2F3511%2E1%20AR%20Integrated%20Waste%20Management%2Epdf&parent=%2Fpersonal%2Ffinance%5Fwashingtonusd%5Fnet%2FDocuments%2FDistrict%20Office%20Files%2FBoard%20and%20Elections%2FBoard%20Policy%2FBoard%20Policies%20Online%2F3000%20%2D%20Business%20and%20Noninstructional%20Operations,3.0,0,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,1.5,5.0,0,5.0,0.0,3.0,0.5,8.0,Washington_Unified_Fresno_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Washington_Unified_Fresno_AR3511.1.pdf,nan,Washington_Unified_Fresno_AR3511.1.pdf,Washington_Unified_Fresno_AR3511.1.pdf
62,62,11625960000000,Glenn,Lake Elementary,Rural,Elementary School District,1030,58,1,2016,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030283&revid=3n6YrN0mNSzQ4LGReV9pSA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2016,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030283&revid=L1FkCN8NwceFzUXlA0Cjslshg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,1.5,3.0,1,4.0,0.0,1.5,0.0,7.0,Lake_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Lake_Elementary_Glenn_AR3511.1.pdf,lakeelementaryschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Lake_Elementary_Glenn_AR3511.1.pdf,Lake_Elementary_Glenn_AR3511.1.pdf
63,63,11626610000000,Glenn,Willows Unified,Town,Unified School District,1356,81,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030298&revid=Uf8jBlLAHUxF3NFQWjbX7A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030298&revid=cnmb3SpluscdnEslshVrVxYWn4kw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,2.5,7.0,1,8.5,0.5,3.0,1.5,11.5,Willows_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Willows_Unified_Glenn_AR3511.1.pdf, applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Willows_Unified_Glenn_AR3511.1.pdf,Willows_Unified_Glenn_AR3511.1.pdf
64,64,11765620000000,Glenn,Hamilton Unified,Rural,Unified School District,715,90,1,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030778&revid=wjO79pKvZzdNJP0f1WuuSw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030778&revid=k1LFGlIXKSnplusGbQzolH6ow==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.0,0.0,3.0,1.0,9.0,Hamilton_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Hamilton_Unified_Glenn_AR3511.1.pdf, applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Hamilton_Unified_Glenn_AR3511.1.pdf,Hamilton_Unified_Glenn_AR3511.1.pdf
65,65,12626790000000,Humboldt,Arcata Elementary,Town,Elementary School District,1122,58,1,2018,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030695&revid=k0DplussHvmuT67VflslshDB2SZg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2018,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030695&revid=tP1mzFuXLeSyRscplus7ijkyw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,1.0,1.0,1,1,0,1,2.0,6.0,0,6.0,0.0,3.0,1.0,9.0,Arcata_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Arcata_Elementary_Humboldt_AR3511.1.pdf,arcataelementaryschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible3 clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Arcata_Elementary_Humboldt_AR3511.1.pdf,Arcata_Elementary_Humboldt_AR3511.1.pdf
66,66,12627370000000,Humboldt,Cuddeback Union Elementary,Rural,Elementary School District,155,65,1,2019,2019,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/3910/CUSD/3561854/INTEGRATED_WASTE_MANAGEMENT.pdf,0.0,,,,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,Cuddeback_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Cuddeback_Union_Elementary_Humboldt_AR3511.1.pdf,nan,Cuddeback_Union_Elementary_Humboldt_AR3511.1.pdf,Cuddeback_Union_Elementary_Humboldt_AR3511.1.pdf
67,67,12627940000000,Humboldt,Fieldbrook Elementary,Rural,Elementary School District,109,35,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030908&revid=euLJhOOk7gJe43BiH03XlA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030908&revid=YJFiUSRXKJ84S6MN0swU7g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,0,1.0,2.0,0,2.0,0.0,1.0,0.0,5.0,Fieldbrook_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Fieldbrook_Elementary_Humboldt_AR3511.1.pdf,fieldbrookelementaryschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendentprincipal designee may design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum district facility generates four cubic yard commercial solid waste per week may take least one following action public resource code ccr source separate recyclable material solid waste subscribe basic level recycling service may include collection selfhauling arrangement pickup recyclable material b subscribe recycling service may include mixed waste processing yield diversion result comparable source separation prefer recycled environmentally preferable product procuring material use district school contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste,Fieldbrook_Elementary_Humboldt_AR3511.1.pdf,Fieldbrook_Elementary_Humboldt_AR3511.1.pdf
68,68,12628930000000,Humboldt,Jacoby Creek Elementary,Town,Elementary School District,462,34,1,2013,2013,https://4.files.edl.io/a9ed/12/20/19/172446-808b8ad5-4c23-45cf-899c-7fdb67c3c4c3.pdf,1.0,2013,2013,https://4.files.edl.io/0553/12/20/19/172446-d67cc32c-e028-48d2-9038-59090f465130.pdf,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,1,0,1,1.5,4.0,0,4.0,0.0,1.5,1.0,7.0,Jacoby_Creek_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Jacoby_Creek_Elementary_Humboldt_AR3511.1.pdf,jacoby creek school district ar administrative regulation business noninstructional operation integrated waste management ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use non biodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material 1st reading april 2nd reading may adopted may,Jacoby_Creek_Elementary_Humboldt_AR3511.1.pdf,Jacoby_Creek_Elementary_Humboldt_AR3511.1.pdf
69,69,12629010000000,Humboldt,Klamath-Trinity Joint Unified,Rural,Unified School District,934,81,1,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030219&revid=GKNWSdpNVbehns2xzV25iw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030219&revid=M3MenWuS71YGyovvvRwtjg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,0.0,3.0,0,3.0,0.0,2.5,0.5,6.0,Klamath-Trinity_Joint_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Klamath-Trinity_Joint_Unified_Humboldt_AR3511.1.pdf,klamath  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum school site district facility generates four cubic yard commercial solid waste per week shall take least one following action public resource code ccr source separate recyclable material solid waste subscribe basic level recycling service may include collection selfhauling arrangement pickup recyclable material b subscribe recycling service may include mixed waste processing yield diversion result comparable source separation prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste,Klamath-Trinity_Joint_Unified_Humboldt_AR3511.1.pdf,Klamath-Trinity_Joint_Unified_Humboldt_AR3511.1.pdf
70,70,12629500000000,Humboldt,McKinleyville Union Elementary,Town,Elementary School District,905,59,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031405&revid=qFHizA0ZRQJQ8Yuv1pRxqQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031405&revid=AUd9h83MEtkTWgMdmheZ1A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,1,0,1,0.5,4.0,1,5.0,0.0,3.0,0.5,8.0,McKinleyville_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/McKinleyville_Union_Elementary_Humboldt_AR3511.1.pdf,mckinleyvilleunionsd  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,McKinleyville_Union_Elementary_Humboldt_AR3511.1.pdf,McKinleyville_Union_Elementary_Humboldt_AR3511.1.pdf
71,71,12629760000000,Humboldt,Pacific Union Elementary,Town,Elementary School District,572,62,1,2019,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030920&revid=d3M3sH0NRZN7uWpP4AGslshKA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2019,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030920&revid=DFHfKPKiT2KWJfqiQ5pAfg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&isPndg=&PG=6,3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,4.5,1,5.5,0.0,3.0,0.5,8.5,Pacific_Union_Elementary_Humbolt_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Pacific_Union_Elementary_Humboldt_AR3511.1.pdf,pacificunionelementaryschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restrooms2 visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Pacific_Union_Elementary_Humboldt_AR3511.1.pdf,Pacific_Union_Elementary_Humboldt_AR3511.1.pdf
72,72,12630320000000,Humboldt,South Bay Union Elementary,Town,Elementary School District,828,76,1,2006,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030192&revid=3slsh679QjJzfjJ29iw7ZIrbQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2006,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030192&revid=0LzMe8kpVtplusBmZEUAnBj3Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&isPndg=&PG=6,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,0,1.0,4.0,0,4.0,0.0,3.0,0.0,7.0,South_Bay_Union_Elementary_Humboldt_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/South_Bay_Union_Elementary_Humboldt_AR3511.1.pdf,southbayunionelementaryschooldistrict  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,South_Bay_Union_Elementary_Humboldt_AR3511.1.pdf,South_Bay_Union_Elementary_Humboldt_AR3511.1.pdf
73,73,12630400000000,Humboldt,Southern Humboldt Joint Unified,Rural,Unified School District,645,71,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=tLhFU6UEYStZIVcOgtyIeA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=dgwJlerapplus5M6xwtPv5S4g==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,Southern_Humboldt_Joint_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Southern_Humboldt_Joint_Unified_Humboldt_AR3511.1.pdf, adopted oorriiggiinnaall aaddoopptteedd ddaattee ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building cf expenditure purchase cf bid cf contract cf facility master plan work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material cf relation governmental agency school cf relation local agency,Southern_Humboldt_Joint_Unified_Humboldt_AR3511.1.pdf,Southern_Humboldt_Joint_Unified_Humboldt_AR3511.1.pdf
